1768206372122407680,-0.00000,0.00002,-0.00000,0.76286,-0.64607,0.01934,0.01643,-0.00009,0.00001,0.00007,
1768206372189122048,0.00000,-0.00003,0.00000,0.76285,-0.64607,0.01937,0.01641,-0.00008,-0.00008,-0.00026,
1768206372255836416,-0.00000,-0.00004,0.00002,0.76286,-0.64606,0.01935,0.01642,0.00008,-0.00006,-0.00010,
1768206372322551552,-0.00001,-0.00003,0.00001,0.76285,-0.64607,0.01934,0.01639,0.00008,0.00020,-0.00005,
1768206372389262848,-0.00001,-0.00003,0.00001,0.76286,-0.64607,0.01933,0.01638,0.00001,0.00009,0.00005,
1768206372455974400,-0.00001,-0.00003,0.00001,0.76286,-0.64606,0.01934,0.01637,0.00003,-0.00002,0.00006,
1768206372522685440,-0.00001,-0.00003,0.00001,0.76287,-0.64605,0.01936,0.01640,-0.00018,0.00005,0.00008,
1768206372589396736,-0.00001,-0.00001,0.00001,0.76288,-0.64605,0.01935,0.01639,0.00006,-0.00020,-0.00012,
1768206372656107776,0.00000,-0.00002,0.00001,0.76288,-0.64604,0.01936,0.01641,0.00004,-0.00001,-0.00003,
1768206372722818560,-0.00000,-0.00001,0.00000,0.76289,-0.64603,0.01936,0.01643,0.00007,0.00039,0.00005,
1768206372789529344,-0.00001,-0.00001,0.00000,0.76290,-0.64602,0.01937,0.01640,-0.00006,0.00005,0.00015,
1768206372856240128,-0.00000,-0.00001,0.00000,0.76292,-0.64599,0.01939,0.01642,-0.00009,-0.00014,-0.00010,
1768206372922950400,-0.00001,-0.00001,0.00000,0.76290,-0.64601,0.01941,0.01642,-0.00002,0.00008,0.00005,
1768206372989660928,-0.00000,-0.00001,0.00000,0.76289,-0.64602,0.01939,0.01643,0.00018,-0.00013,0.00004,
1768206373056371456,-0.00000,-0.00001,0.00000,0.76291,-0.64601,0.01939,0.01643,-0.00011,-0.00018,0.00009,
1768206373123081216,-0.00000,-0.00001,-0.00000,0.76290,-0.64601,0.01942,0.01642,0.00017,-0.00009,-0.00006,
1768206373189791488,-0.00000,-0.00000,0.00000,0.76290,-0.64601,0.01940,0.01639,0.00012,0.00010,-0.00004,
1768206373256501504,-0.00000,-0.00000,0.00000,0.76290,-0.64602,0.01938,0.01641,0.00009,0.00001,-0.00015,
1768206373323211008,0.00000,0.00000,0.00001,0.76292,-0.64599,0.01942,0.01646,-0.00003,-0.00005,-0.00010,
1768206373389921792,-0.00000,-0.00000,0.00001,0.76289,-0.64603,0.01940,0.01646,0.00001,0.00012,-0.00001,
1768206373456632576,-0.00000,-0.00000,0.00001,0.76288,-0.64603,0.01941,0.01646,-0.00034,-0.00027,0.00030,
1768206373523343104,-0.00005,-0.00004,0.00007,0.76288,-0.64604,0.01942,0.01639,-0.00083,-0.00032,0.00023,
1768206373590053632,-0.00002,-0.00005,0.00014,0.76287,-0.64605,0.01940,0.01641,-0.00055,-0.00035,0.00014,
1768206373656763904,-0.00001,-0.00009,0.00014,0.76289,-0.64603,0.01941,0.01641,-0.00030,-0.00080,-0.00049,
1768206373723473920,-0.00003,-0.00006,0.00015,0.76287,-0.64606,0.01941,0.01640,-0.00059,0.00008,-0.00016,
1768206373790183936,-0.00007,-0.00007,0.00015,0.76288,-0.64604,0.01943,0.01636,-0.00162,-0.00073,-0.00016,
1768206373856893952,-0.00002,-0.00007,0.00017,0.76288,-0.64604,0.01941,0.01642,0.00008,-0.00031,-0.00067,
1768206373923603968,-0.00003,-0.00006,0.00018,0.76288,-0.64605,0.01941,0.01639,-0.00011,-0.00015,-0.00109,
1768206373990313728,-0.00001,-0.00005,0.00017,0.76287,-0.64605,0.01939,0.01639,-0.00039,-0.00075,0.00006,
1768206374057023488,0.00001,-0.00009,0.00018,0.76286,-0.64606,0.01937,0.01640,-0.00070,-0.00118,0.00012,
1768206374123732992,0.00001,-0.00007,0.00020,0.76285,-0.64608,0.01937,0.01640,-0.00066,-0.00041,-0.00047,
1768206374190442240,0.00005,-0.00007,0.00020,0.76285,-0.64608,0.01935,0.01642,-0.00031,-0.00141,0.00000,
1768206374257151744,0.00004,-0.00010,0.00021,0.76285,-0.64608,0.01935,0.01641,-0.00020,-0.00108,-0.00053,
1768206374323861248,-0.00001,-0.00009,0.00024,0.76284,-0.64609,0.01936,0.01637,-0.00043,-0.00060,-0.00007,
1768206374390569984,-0.00002,-0.00007,0.00019,0.76286,-0.64607,0.01937,0.01637,-0.00058,-0.00105,-0.00030,
1768206374457278208,-0.00005,-0.00010,0.00016,0.76288,-0.64605,0.01937,0.01634,-0.00051,-0.00158,-0.00076,
1768206374523986944,-0.00003,-0.00009,0.00023,0.76284,-0.64609,0.01936,0.01635,-0.00006,-0.00080,-0.00014,
1768206374590695424,-0.00001,-0.00008,0.00022,0.76285,-0.64608,0.01936,0.01637,-0.00038,-0.00065,-0.00053,
1768206374657403392,-0.00002,-0.00012,0.00023,0.76285,-0.64608,0.01936,0.01635,-0.00077,-0.00115,-0.00028,
1768206374724111616,-0.00005,-0.00009,0.00021,0.76285,-0.64607,0.01935,0.01633,-0.00072,-0.00035,-0.00082,
1768206374790819840,-0.00003,-0.00008,0.00022,0.76285,-0.64608,0.01935,0.01635,0.00025,-0.00055,-0.00006,
1768206374857527552,-0.00006,-0.00011,0.00027,0.76284,-0.64609,0.01937,0.01631,0.00028,-0.00075,-0.00012,
1768206374924235264,-0.00006,-0.00012,0.00026,0.76285,-0.64608,0.01937,0.01632,0.00025,-0.00058,-0.00069,
1768206374990943232,-0.00007,-0.00010,0.00030,0.76283,-0.64610,0.01936,0.01632,0.00015,-0.00020,0.00020,
1768206375057650688,-0.00012,-0.00012,0.00030,0.76283,-0.64610,0.01939,0.01627,-0.00096,-0.00089,-0.00029,
1768206375124358144,-0.00006,-0.00010,0.00022,0.76286,-0.64606,0.01937,0.01633,0.00005,-0.00027,-0.00080,
1768206375191065344,-0.00007,-0.00010,0.00027,0.76284,-0.64609,0.01937,0.01631,-0.00043,-0.00079,0.00013,
1768206375257772544,-0.00012,-0.00014,0.00032,0.76284,-0.64610,0.01938,0.01627,-0.00039,-0.00078,-0.00039,
1768206375324478464,-0.00014,-0.00015,0.00031,0.76285,-0.64608,0.01938,0.01625,-0.00080,-0.00060,-0.00052,
1768206375391190528,-0.00008,-0.00013,0.00030,0.76284,-0.64609,0.01936,0.01630,-0.00030,-0.00034,-0.00024,
1768206375457902336,-0.00004,-0.00015,0.00029,0.76283,-0.64610,0.01937,0.01633,-0.00033,-0.00101,0.00026,
1768206375524614400,-0.00007,-0.00014,0.00029,0.76283,-0.64610,0.01937,0.01632,-0.00021,-0.00067,0.00026,
1768206375591326208,-0.00001,-0.00012,0.00027,0.76284,-0.64609,0.01936,0.01635,0.00065,-0.00042,-0.00054,
1768206375658038016,-0.00004,-0.00015,0.00027,0.76284,-0.64609,0.01935,0.01633,-0.00013,-0.00145,0.00034,
1768206375724750080,-0.00009,-0.00014,0.00025,0.76284,-0.64609,0.01936,0.01629,-0.00038,-0.00067,-0.00021,
1768206375791461888,-0.00003,-0.00013,0.00026,0.76285,-0.64608,0.01935,0.01633,0.00031,-0.00095,-0.00031,
1768206375858173952,-0.00007,-0.00014,0.00031,0.76283,-0.64610,0.01936,0.01629,-0.00050,-0.00082,-0.00031,
1768206375924885504,-0.00009,-0.00015,0.00030,0.76284,-0.64609,0.01937,0.01628,-0.00156,-0.00079,-0.00062,
1768206375991597312,-0.00006,-0.00011,0.00022,0.76287,-0.64605,0.01937,0.01632,-0.00056,-0.00056,-0.00055,
1768206376058309376,-0.00009,-0.00013,0.00025,0.76286,-0.64607,0.01937,0.01629,-0.00044,-0.00105,-0.00011,
1768206376125020928,-0.00012,-0.00015,0.00028,0.76286,-0.64607,0.01939,0.01629,-0.00091,-0.00080,-0.00017,
1768206376191732992,-0.00004,-0.00011,0.00028,0.76286,-0.64607,0.01936,0.01634,0.00033,-0.00048,-0.00043,
1768206376258444544,-0.00010,-0.00018,0.00034,0.76284,-0.64609,0.01937,0.01628,-0.00006,-0.00179,0.00073,
1768206376325155072,-0.00014,-0.00016,0.00035,0.76283,-0.64611,0.01939,0.01625,-0.00045,-0.00025,-0.00010,
1768206376391871744,-0.00010,-0.00013,0.00030,0.76284,-0.64609,0.01939,0.01629,-0.00053,-0.00077,-0.00036,
1768206376458587904,-0.00008,-0.00015,0.00028,0.76285,-0.64608,0.01938,0.01630,0.00045,-0.00137,-0.00027,
1768206376525304320,-0.00010,-0.00016,0.00032,0.76284,-0.64610,0.01937,0.01627,0.00001,-0.00104,0.00040,
1768206376592020736,-0.00003,-0.00014,0.00027,0.76285,-0.64608,0.01934,0.01632,0.00025,-0.00094,-0.00066,
1768206376658737408,-0.00006,-0.00015,0.00027,0.76286,-0.64607,0.01935,0.01630,-0.00033,-0.00106,-0.00072,
1768206376725453568,-0.00005,-0.00014,0.00030,0.76285,-0.64608,0.01935,0.01631,-0.00013,-0.00024,0.00006,
1768206376792169984,-0.00003,-0.00012,0.00028,0.76285,-0.64608,0.01934,0.01631,-0.00051,-0.00083,0.00009,
1768206376858886656,-0.00007,-0.00016,0.00031,0.76285,-0.64608,0.01936,0.01630,-0.00061,-0.00154,-0.00019,
1768206376925603328,-0.00005,-0.00013,0.00031,0.76283,-0.64610,0.01936,0.01633,0.00040,-0.00029,0.00019,
1768206376992319744,-0.00001,-0.00011,0.00026,0.76285,-0.64608,0.01935,0.01634,-0.00028,-0.00072,-0.00016,
1768206377059036416,-0.00006,-0.00015,0.00028,0.76284,-0.64609,0.01935,0.01630,0.00007,-0.00143,0.00030,
1768206377125752832,-0.00004,-0.00015,0.00028,0.76283,-0.64610,0.01936,0.01632,0.00019,-0.00111,0.00040,
1768206377192469504,-0.00002,-0.00010,0.00027,0.76283,-0.64610,0.01935,0.01634,0.00015,-0.00076,0.00009,
1768206377259185920,-0.00007,-0.00016,0.00031,0.76283,-0.64610,0.01936,0.01630,-0.00059,-0.00112,0.00003,
1768206377325903616,-0.00006,-0.00016,0.00031,0.76283,-0.64610,0.01935,0.01630,0.00023,-0.00092,0.00008,
1768206377392617216,-0.00008,-0.00013,0.00029,0.76283,-0.64610,0.01936,0.01628,-0.00140,-0.00078,0.00040,
1768206377459330816,-0.00007,-0.00016,0.00027,0.76284,-0.64609,0.01935,0.01630,-0.00067,-0.00143,-0.00018,
1768206377526044672,-0.00004,-0.00016,0.00031,0.76282,-0.64612,0.01935,0.01631,-0.00014,-0.00100,0.00097,
1768206377592758528,-0.00005,-0.00011,0.00029,0.76281,-0.64613,0.01935,0.01631,-0.00066,-0.00040,0.00019,
1768206377659471872,-0.00004,-0.00015,0.00030,0.76282,-0.64612,0.01935,0.01632,-0.00043,-0.00171,0.00010,
1768206377726185728,-0.00009,-0.00014,0.00033,0.76279,-0.64615,0.01937,0.01629,-0.00125,-0.00096,0.00049,
1768206377792899328,-0.00005,-0.00013,0.00028,0.76281,-0.64613,0.01937,0.01631,-0.00029,-0.00114,0.00034,
1768206377859613184,-0.00007,-0.00016,0.00028,0.76281,-0.64612,0.01936,0.01630,-0.00018,-0.00154,0.00021,
1768206377926327040,-0.00009,-0.00015,0.00030,0.76281,-0.64613,0.01938,0.01630,-0.00006,-0.00120,-0.00007,
1768206377993040896,-0.00003,-0.00013,0.00028,0.76281,-0.64613,0.01937,0.01634,0.00019,-0.00104,0.00018,
1768206378059754496,-0.00005,-0.00014,0.00028,0.76280,-0.64613,0.01937,0.01632,-0.00053,-0.00141,0.00039,
1768206378126468352,-0.00006,-0.00016,0.00031,0.76280,-0.64614,0.01937,0.01632,-0.00085,-0.00169,0.00040,
1768206378193182208,-0.00004,-0.00011,0.00028,0.76280,-0.64613,0.01936,0.01634,-0.00011,-0.00048,-0.00050,
1768206378259896064,-0.00008,-0.00015,0.00027,0.76281,-0.64613,0.01938,0.01631,-0.00070,-0.00143,0.00038,
1768206378326610176,-0.00004,-0.00016,0.00029,0.76281,-0.64613,0.01937,0.01634,0.00007,-0.00135,0.00020,
1768206378393322752,-0.00002,-0.00011,0.00025,0.76281,-0.64613,0.01936,0.01636,-0.00091,-0.00120,0.00000,
1768206378460035328,-0.00003,-0.00017,0.00025,0.76281,-0.64613,0.01937,0.01635,-0.00089,-0.00192,-0.00018,
1768206378526747904,-0.00002,-0.00015,0.00028,0.76280,-0.64614,0.01936,0.01636,0.00033,-0.00050,-0.00009,
1768206378593460736,-0.00004,-0.00014,0.00027,0.76280,-0.64614,0.01936,0.01634,-0.00062,-0.00086,0.00045,
1768206378660173056,-0.00001,-0.00017,0.00026,0.76281,-0.64613,0.01935,0.01635,0.00072,-0.00171,0.00026,
1768206378726885632,-0.00008,-0.00015,0.00028,0.76279,-0.64614,0.01937,0.01631,-0.00142,-0.00123,0.00010,
1768206378793597952,-0.00007,-0.00013,0.00026,0.76280,-0.64614,0.01936,0.01632,-0.00118,-0.00103,-0.00053,
1768206378860310272,-0.00010,-0.00016,0.00023,0.76283,-0.64610,0.01937,0.01629,-0.00163,-0.00165,-0.00075,
1768206378927022336,-0.00006,-0.00016,0.00026,0.76281,-0.64612,0.01936,0.01632,-0.00055,-0.00071,0.00035,
1768206378993734912,-0.00001,-0.00011,0.00027,0.76280,-0.64613,0.01935,0.01637,0.00008,-0.00047,0.00034,
1768206379060446976,-0.00008,-0.00017,0.00025,0.76282,-0.64611,0.01939,0.01633,-0.00107,-0.00144,-0.00040,
1768206379127159040,-0.00005,-0.00014,0.00026,0.76280,-0.64613,0.01938,0.01635,0.00040,-0.00054,0.00052,
1768206379193871360,-0.00004,-0.00011,0.00026,0.76280,-0.64614,0.01938,0.01636,-0.00011,-0.00092,0.00069,
1768206379260583168,-0.00007,-0.00016,0.00030,0.76278,-0.64616,0.01938,0.01633,-0.00039,-0.00162,0.00044,
1768206379327293952,-0.00009,-0.00017,0.00029,0.76277,-0.64617,0.01939,0.01632,-0.00018,-0.00135,0.00045,
1768206379394010880,-0.00002,-0.00013,0.00024,0.76279,-0.64615,0.01936,0.01637,0.00013,-0.00113,-0.00016,
1768206379460727552,-0.00005,-0.00017,0.00022,0.76280,-0.64614,0.01938,0.01635,-0.00041,-0.00185,-0.00014,
1768206379527444480,-0.00010,-0.00017,0.00022,0.76280,-0.64614,0.01940,0.01632,-0.00070,-0.00097,-0.00012,
1768206379594161152,-0.00006,-0.00010,0.00022,0.76279,-0.64615,0.01939,0.01634,-0.00027,-0.00027,-0.00030,
1768206379660877824,-0.00006,-0.00015,0.00028,0.76278,-0.64616,0.01939,0.01634,0.00001,-0.00132,0.00023,
1768206379727594752,-0.00017,-0.00020,0.00030,0.76278,-0.64616,0.01943,0.01626,-0.00138,-0.00159,-0.00004,
1768206379794311680,-0.00011,-0.00012,0.00028,0.76278,-0.64617,0.01941,0.01631,-0.00032,0.00002,0.00010,
1768206379861028864,-0.00011,-0.00018,0.00029,0.76277,-0.64617,0.01942,0.01632,-0.00040,-0.00201,0.00080,
